enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
1715,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,58,0.0
22738,city_102,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,4,13,0.0
14463,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,3,69,1.0
19906,city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,31,1.0
15435,city_90,0.698,,No relevent experience,Part time course,Graduate,STEM,6,50-99,NGO,2,135,1.0
29887,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,18,0.0
19720,city_16,0.91,,No relevent experience,no_enrollment,Masters,STEM,1,,,1,202,0.0
26678,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,>4,264,0.0
29412,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,2,156,0.0
14017,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,15,0.0
23324,city_75,0.9390000000000001,Male,Has relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,106,1.0
26725,city_136,0.897,,Has relevent experience,no_enrollment,Masters,STEM,>20,,,never,40,0.0
10111,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,8,100-500,Funded Startup,3,50,0.0
9060,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,14,0.0
5533,city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,17,,,1,32,1.0
12422,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Pvt Ltd,1,18,1.0
25111,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,4,60,1.0
18639,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,122,0.0
20110,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,29,0.0
7127,city_46,0.762,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,NGO,1,22,0.0
23509,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,<10,Funded Startup,1,26,0.0
19748,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,,1,17,0.0
19837,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,11,0.0
25873,city_97,0.925,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,1,62,0.0
23276,city_41,0.8270000000000001,Male,No relevent experience,Full time course,High School,,9,,,never,152,0.0
16356,city_162,0.767,Male,No relevent experience,no_enrollment,,,3,,,never,9,0.0
24501,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,2,50-99,Early Stage Startup,1,8,1.0
19513,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,2,53,1.0
10812,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,2,32,1.0
20353,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,1,9,1.0
9963,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,,3,156,0.0
25929,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,102,0.0
27081,city_114,0.9259999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,9,10/49,Pvt Ltd,>4,5,0.0
20195,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,100-500,Pvt Ltd,>4,136,0.0
3362,city_67,0.855,,No relevent experience,Full time course,Graduate,STEM,5,,,never,158,0.0
8470,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,,500-999,Pvt Ltd,,11,0.0
30460,city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,42,1.0
14509,city_176,0.764,Male,Has relevent experience,Part time course,Graduate,STEM,5,,Pvt Ltd,>4,78,0.0
4010,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,64,0.0
25780,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,3,68,1.0
12267,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,1,78,0.0
9126,city_21,0.624,,No relevent experience,no_enrollment,Graduate,No Major,15,,,never,18,0.0
27812,city_11,0.55,Male,No relevent experience,no_enrollment,Masters,Business Degree,4,,,4,39,1.0
16296,city_149,0.6890000000000001,,No relevent experience,Full time course,High School,,4,,,never,11,0.0
27341,city_160,0.92,,No relevent experience,Part time course,Graduate,STEM,5,,,never,78,1.0
28022,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,10/49,Pvt Ltd,1,24,1.0
1980,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,<1,<10,Pvt Ltd,,92,0.0
27618,city_104,0.924,Male,No relevent experience,Full time course,Masters,STEM,9,100-500,Public Sector,1,45,1.0
26480,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,110,0.0
18876,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,82,0.0
452,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,2,80,0.0
28227,city_41,0.8270000000000001,,No relevent experience,no_enrollment,High School,,6,,,never,21,1.0
30637,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,2,31,0.0
26413,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,20,0.0
21292,city_75,0.9390000000000001,,Has relevent experience,Part time course,Graduate,STEM,5,500-999,Public Sector,4,22,0.0
6843,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,,1,149,1.0
649,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Funded Startup,2,236,0.0
26442,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Public Sector,2,140,1.0
11067,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,5000-9999,Public Sector,2,68,1.0
22761,city_136,0.897,,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Public Sector,3,111,1.0
31172,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,19,1.0
12010,city_64,0.6659999999999999,,No relevent experience,no_enrollment,Graduate,STEM,18,,,>4,18,1.0
32195,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,4,9,0.0
2927,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,,1,67,1.0
16926,city_114,0.9259999999999999,,No relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,1,264,0.0
13268,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,78,0.0
9774,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,4,84,0.0
23440,city_67,0.855,,No relevent experience,no_enrollment,High School,,1,,,never,96,0.0
33312,city_44,0.725,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,never,160,0.0
21674,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,57,1.0
11524,city_105,0.794,Male,Has relevent experience,Full time course,Graduate,STEM,3,,,2,27,1.0
25591,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,2,44,1.0
6035,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,2,0.0
28392,city_28,0.9390000000000001,Female,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,48,0.0
8988,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,2,22,0.0
3481,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,2,38,0.0
20004,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Public Sector,3,84,0.0
2804,city_16,0.91,,No relevent experience,no_enrollment,High School,,3,,,never,9,0.0
13393,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,,2,13,0.0
10388,city_75,0.9390000000000001,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,40,0.0
14395,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,26,1.0
11784,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,42,1.0
20525,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,1,13,1.0
10542,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,13,5000-9999,NGO,1,7,0.0
26657,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,4,204,0.0
19579,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,15,1.0
10181,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,107,1.0
30681,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,1,111,0.0
7455,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,2,128,0.0
28635,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,never,163,0.0
20586,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,,,1,29,1.0
7262,city_28,0.9390000000000001,,No relevent experience,no_enrollment,Phd,STEM,6,,Public Sector,,13,0.0
3649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,,Public Sector,>4,43,1.0
21271,city_103,0.92,Male,No relevent experience,no_enrollment,High School,,4,,,1,64,0.0
24276,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,,,1,216,1.0
17443,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,>4,110,0.0
481,city_1,0.847,Male,No relevent experience,Full time course,High School,,9,,,1,60,0.0
29505,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,19,,,>4,48,1.0
18137,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,12,1.0
20990,city_136,0.897,,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,18,0.0
6820,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Public Sector,2,7,0.0
8090,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,163,0.0
24339,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,1,23,0.0
21382,city_102,0.804,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,92,0.0
11727,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,,,1,131,1.0
32751,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,<10,Pvt Ltd,never,14,0.0
4843,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Early Stage Startup,1,15,0.0
33344,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,53,1.0
5072,city_160,0.92,,No relevent experience,Full time course,Graduate,STEM,1,,,,107,0.0
25425,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,13,0.0
21222,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,,,3,36,0.0
30058,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,122,0.0
4961,city_145,0.555,Male,No relevent experience,Full time course,High School,,2,,,never,17,0.0
13033,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Funded Startup,2,77,0.0
28760,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,1,50,1.0
10880,city_16,0.91,,No relevent experience,no_enrollment,High School,,2,,,never,59,1.0
22648,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,,2,0.0
22788,city_104,0.924,,No relevent experience,no_enrollment,Primary School,,1,,,never,14,0.0
13360,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,16,,,>4,161,0.0
5812,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,4,,,never,121,0.0
9440,city_118,0.722,,No relevent experience,no_enrollment,High School,,2,,,,30,0.0
6977,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,22,0.0
12346,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,never,18,1.0
16473,city_71,0.884,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Early Stage Startup,2,21,0.0
18331,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,3,,,never,28,0.0
23159,city_11,0.55,,Has relevent experience,Part time course,Masters,STEM,8,,,1,150,1.0
4466,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Early Stage Startup,,13,1.0
10262,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,5,,,never,21,1.0
27888,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,70,0.0
32489,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,12,,,>4,4,0.0
29821,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,Other,13,50-99,Funded Startup,2,54,0.0
493,city_83,0.9229999999999999,Male,No relevent experience,Full time course,High School,,2,,,never,8,0.0
20581,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,10/49,Public Sector,1,48,1.0
24905,city_21,0.624,,Has relevent experience,Part time course,Masters,STEM,4,50-99,Pvt Ltd,1,96,1.0
20226,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,7,,,,47,0.0
32196,city_16,0.91,Female,No relevent experience,no_enrollment,Phd,STEM,9,,Public Sector,>4,60,1.0
8714,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,6,,,>4,29,0.0
26098,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,>4,10,0.0
17624,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,3,72,0.0
28636,city_162,0.767,Male,Has relevent experience,Part time course,Graduate,STEM,11,100-500,Pvt Ltd,3,36,1.0
24885,city_21,0.624,Female,Has relevent experience,,Graduate,STEM,3,100-500,Pvt Ltd,1,52,0.0
6186,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,4,151,0.0
8120,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,,2,160,0.0
19472,city_152,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,95,1.0
15932,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,126,0.0
712,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,3,,,3,25,1.0
22093,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,57,0.0
6906,city_89,0.925,,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Public Sector,1,151,0.0
6279,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Public Sector,2,46,0.0
28013,city_118,0.722,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,,1,36,0.0
11117,city_114,0.9259999999999999,,Has relevent experience,no_enrollment,,,16,,,1,111,0.0
19401,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,78,1.0
4846,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,,42,0.0
8662,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,2,50,1.0
10458,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,4,0.0
2945,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,67,0.0
7905,city_45,0.89,,No relevent experience,Full time course,High School,,<1,,,never,21,0.0
16278,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,12,0.0
25539,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Public Sector,2,112,0.0
5253,city_21,0.624,Male,No relevent experience,Full time course,High School,,2,,,never,119,1.0
27928,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,1,61,0.0
10643,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,18,0.0
25505,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,Public Sector,2,29,0.0
7022,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,never,29,1.0
1468,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Other,2,20,0.0
11333,city_114,0.9259999999999999,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,80,0.0
4529,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,6,,,1,14,1.0
10178,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,1,84,0.0
30689,city_28,0.9390000000000001,Male,Has relevent experience,Part time course,Masters,STEM,15,<10,Pvt Ltd,1,31,0.0
13947,city_16,0.91,Male,No relevent experience,,,,6,,,,32,0.0
7569,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,>4,5,0.0
940,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,9,0.0
10000,city_116,0.743,Male,Has relevent experience,Full time course,High School,,1,,Public Sector,1,3,0.0
15815,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Funded Startup,1,42,0.0
26738,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1,172,0.0
26220,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,3,26,0.0
28756,city_134,0.698,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,180,0.0
5170,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,2,13,0.0
20203,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,,15,<10,Pvt Ltd,1,76,0.0
28544,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,4,29,0.0
12797,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,1,6,0.0
28079,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,1,10/49,Pvt Ltd,1,18,0.0
285,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,2,17,0.0
5216,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,never,9,1.0
8258,city_28,0.9390000000000001,Male,No relevent experience,Part time course,High School,,2,10000+,Pvt Ltd,never,180,0.0
24984,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,3,134,0.0
1649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,>4,91,1.0
30384,city_23,0.899,,No relevent experience,Full time course,High School,,12,10000+,Pvt Ltd,2,99,1.0
10244,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,Other,4,<10,Pvt Ltd,1,108,0.0
13341,city_145,0.555,,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,33,1.0
27727,city_142,0.727,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,1,33,1.0
8633,city_16,0.91,Male,No relevent experience,Full time course,High School,,5,,,1,67,1.0
13715,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,,1,24,0.0
6034,city_162,0.767,,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Public Sector,,55,0.0
28315,city_21,0.624,Male,Has relevent experience,Part time course,Masters,STEM,7,50-99,Funded Startup,1,24,1.0
31426,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,34,1.0
9263,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,High School,,10,10/49,Pvt Ltd,4,30,0.0
19500,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,24,0.0
14162,city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,11,,,2,108,0.0
7571,city_103,0.92,,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,80,0.0
9365,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,>4,36,0.0
5218,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,96,0.0
6185,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,,Pvt Ltd,>4,133,0.0
31139,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,7,0.0
9904,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,3,154,0.0
19950,city_16,0.91,,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,8,0.0
33003,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,7,0.0
9218,city_48,0.493,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,1,50,1.0
10291,city_1,0.847,Female,Has relevent experience,no_enrollment,Graduate,Other,14,<10,Pvt Ltd,2,20,0.0
25392,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,102,0.0
27178,city_173,0.878,Male,Has relevent experience,Full time course,High School,,7,50-99,Pvt Ltd,1,12,0.0
15886,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,21,0.0
31016,city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Funded Startup,2,23,0.0
8022,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,,1,34,0.0
10494,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,28,0.0
32782,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Other,1,26,1.0
2449,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,3,14,0.0
27195,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,>4,26,0.0
29301,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Other,>4,24,0.0
13263,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,1000-4999,Pvt Ltd,>4,11,0.0
12733,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,High School,,>20,10/49,Pvt Ltd,3,145,0.0
2035,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,,3,51,0.0
7042,city_71,0.884,Male,No relevent experience,no_enrollment,Masters,STEM,8,<10,Early Stage Startup,2,50,0.0
5667,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,50-99,Funded Startup,1,30,0.0
32458,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,No Major,7,500-999,Pvt Ltd,2,72,1.0
3778,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,50-99,Early Stage Startup,4,80,0.0
15996,city_103,0.92,Male,Has relevent experience,,Graduate,STEM,>20,1000-4999,Public Sector,3,9,0.0
14877,city_23,0.899,Female,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,50,0.0
23420,city_90,0.698,,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Other,2,41,1.0
23263,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,never,22,1.0
10084,city_10,0.895,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,156,1.0
11947,city_21,0.624,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,36,1.0
19801,city_24,0.698,,No relevent experience,Full time course,High School,,9,,,2,23,1.0
15475,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,322,0.0
12870,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,2,1000-4999,Pvt Ltd,2,42,0.0
14391,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,1,37,1.0
11896,city_103,0.92,,No relevent experience,no_enrollment,High School,,7,,,1,40,1.0
7310,city_167,0.9209999999999999,Male,No relevent experience,Full time course,High School,,4,,,3,21,1.0
15523,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,10/49,Pvt Ltd,2,92,0.0
25938,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,>4,61,0.0
20630,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,>4,21,0.0
9942,city_37,0.794,Male,No relevent experience,no_enrollment,Graduate,STEM,7,,,never,48,1.0
10736,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,,,>4,35,0.0
3200,city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,4,29,0.0
4695,city_104,0.924,Male,Has relevent experience,Full time course,High School,,6,<10,,3,23,0.0
7415,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,5,,,>4,8,0.0
19047,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,1,36,0.0
27555,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,47,0.0
11214,city_16,0.91,Female,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,106,1.0
900,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,10/49,Pvt Ltd,3,75,0.0
